"repeat_id","outer_fold","arm","best_cost","cost","mean_inner_balanced_accuracy"
17,3,"leaky_global_selection",1,4,0.621047008547009
17,3,"guarded_within_partition",0.25,0.25,0.593611111111111
17,3,"guarded_within_partition",0.25,1,0.586047008547009
17,3,"guarded_within_partition",0.25,4,0.593547008547008
17,4,"leaky_global_selection",4,0.25,0.562777777777778
17,4,"leaky_global_selection",4,1,0.554102564102564
17,4,"leaky_global_selection",4,4,0.563824786324786
17,4,"guarded_within_partition",4,0.25,0.585
17,4,"guarded_within_partition",4,1,0.59
17,4,"guarded_within_partition",4,4,0.5975
17,5,"leaky_global_selection",1,0.25,0.524380341880342
17,5,"leaky_global_selection",1,1,0.54042735042735
17,5,"leaky_global_selection",1,4,0.519380341880342
17,5,"guarded_within_partition",1,0.25,0.577393162393162
17,5,"guarded_within_partition",1,1,0.610854700854701
17,5,"guarded_within_partition",1,4,0.608226495726496
18,1,"leaky_global_selection",1,0.25,0.526944444444444
18,1,"leaky_global_selection",1,1,0.581111111111111
18,1,"leaky_global_selection",1,4,0.549166666666667
18,1,"guarded_within_partition",1,0.25,0.541538461538462
18,1,"guarded_within_partition",1,1,0.574935897435897
18,1,"guarded_within_partition",1,4,0.530491452991453
18,2,"leaky_global_selection",4,0.25,0.525192307692308
18,2,"leaky_global_selection",4,1,0.530384615384615
18,2,"leaky_global_selection",4,4,0.561217948717949
18,2,"guarded_within_partition",4,0.25,0.55732905982906
18,2,"guarded_within_partition",4,1,0.554893162393162
18,2,"guarded_within_partition",4,4,0.584615384615385
18,3,"leaky_global_selection",4,0.25,0.575277777777778
18,3,"leaky_global_selection",4,1,0.579166666666667
18,3,"leaky_global_selection",4,4,0.597777777777778
18,3,"guarded_within_partition",1,0.25,0.608418803418803
18,3,"guarded_within_partition",1,1,0.620769230769231
18,3,"guarded_within_partition",1,4,0.592435897435897
18,4,"leaky_global_selection",0.25,0.25,0.634166666666667
18,4,"leaky_global_selection",0.25,1,0.575
18,4,"leaky_global_selection",0.25,4,0.5675
18,4,"guarded_within_partition",1,0.25,0.565
18,4,"guarded_within_partition",1,1,0.599444444444444
18,4,"guarded_within_partition",1,4,0.579722222222222
18,5,"leaky_global_selection",1,0.25,0.571196581196581
18,5,"leaky_global_selection",1,1,0.57724358974359
18,5,"leaky_global_selection",1,4,0.566132478632479
18,5,"guarded_within_partition",0.25,0.25,0.600982905982906
18,5,"guarded_within_partition",0.25,1,0.573760683760684
18,5,"guarded_within_partition",0.25,4,0.548974358974359
19,1,"leaky_global_selection",1,0.25,0.566388888888889
19,1,"leaky_global_selection",1,1,0.586111111111111
19,1,"leaky_global_selection",1,4,0.563888888888889
19,1,"guarded_within_partition",1,0.25,0.545277777777778
19,1,"guarded_within_partition",1,1,0.56
19,1,"guarded_within_partition",1,4,0.5575
19,2,"leaky_global_selection",0.25,0.25,0.594935897435897
19,2,"leaky_global_selection",0.25,1,0.561602564102564
19,2,"leaky_global_selection",0.25,4,0.544102564102564
19,2,"guarded_within_partition",1,0.25,0.597371794871795
19,2,"guarded_within_partition",1,1,0.600918803418803
19,2,"guarded_within_partition",1,4,0.59724358974359
19,3,"leaky_global_selection",0.25,0.25,0.53042735042735
19,3,"leaky_global_selection",0.25,1,0.498205128205128
19,3,"leaky_global_selection",0.25,4,0.494594017094017
19,3,"guarded_within_partition",0.25,0.25,0.556196581196581
19,3,"guarded_within_partition",0.25,1,0.529038461538462
19,3,"guarded_within_partition",0.25,4,0.529038461538462
19,4,"leaky_global_selection",0.25,0.25,0.544102564102564
19,4,"leaky_global_selection",0.25,1,0.524380341880342
19,4,"leaky_global_selection",0.25,4,0.519380341880342
19,4,"guarded_within_partition",0.25,0.25,0.563568376068376
19,4,"guarded_within_partition",0.25,1,0.547521367521367
19,4,"guarded_within_partition",0.25,4,0.543974358974359
19,5,"leaky_global_selection",4,0.25,0.57042735042735
19,5,"leaky_global_selection",4,1,0.546944444444444
19,5,"leaky_global_selection",4,4,0.57508547008547
19,5,"guarded_within_partition",0.25,0.25,0.606324786324786
19,5,"guarded_within_partition",0.25,1,0.575149572649573
19,5,"guarded_within_partition",0.25,4,0.572649572649573
20,1,"leaky_global_selection",4,0.25,0.638269230769231
20,1,"leaky_global_selection",4,1,0.656752136752137
20,1,"leaky_global_selection",4,4,0.659316239316239
20,1,"guarded_within_partition",4,0.25,0.561602564102564
20,1,"guarded_within_partition",4,1,0.571880341880342
20,1,"guarded_within_partition",4,4,0.575491452991453
20,2,"leaky_global_selection",0.25,0.25,0.610833333333333
20,2,"leaky_global_selection",0.25,1,0.603333333333333
20,2,"leaky_global_selection",0.25,4,0.5725
20,2,"guarded_within_partition",4,0.25,0.608333333333333
20,2,"guarded_within_partition",4,1,0.635555555555556
20,2,"guarded_within_partition",4,4,0.646666666666667
20,3,"leaky_global_selection",0.25,0.25,0.568888888888889
20,3,"leaky_global_selection",0.25,1,0.549166666666667
20,3,"leaky_global_selection",0.25,4,0.544166666666667
20,3,"guarded_within_partition",1,0.25,0.519444444444444
20,3,"guarded_within_partition",1,1,0.521944444444444
20,3,"guarded_within_partition",1,4,0.508269230769231
20,4,"leaky_global_selection",1,0.25,0.525769230769231
20,4,"leaky_global_selection",1,1,0.528333333333333
20,4,"leaky_global_selection",1,4,0.51465811965812
20,4,"guarded_within_partition",1,0.25,0.509059829059829
20,4,"guarded_within_partition",1,1,0.514252136752137
20,4,"guarded_within_partition",1,4,0.503141025641026
20,5,"leaky_global_selection",0.25,0.25,0.594679487179487
20,5,"leaky_global_selection",0.25,1,0.579615384615385
20,5,"leaky_global_selection",0.25,4,0.561410256410256
20,5,"guarded_within_partition",1,0.25,0.569038461538461
20,5,"guarded_within_partition",1,1,0.57258547008547
20,5,"guarded_within_partition",1,4,0.55542735042735
21,1,"leaky_global_selection",1,0.25,0.559871794871795
21,1,"leaky_global_selection",1,1,0.564935897435897
21,1,"leaky_global_selection",1,4,0.542713675213675
21,1,"guarded_within_partition",1,0.25,0.585918803418803
21,1,"guarded_within_partition",1,1,0.594529914529915
21,1,"guarded_within_partition",1,4,0.566196581196581
21,2,"leaky_global_selection",4,0.25,0.539444444444444
21,2,"leaky_global_selection",4,1,0.578888888888889
21,2,"leaky_global_selection",4,4,0.586666666666667
21,2,"guarded_within_partition",4,0.25,0.509722222222222
21,2,"guarded_within_partition",4,1,0.540555555555556
21,2,"guarded_within_partition",4,4,0.552777777777778
21,3,"leaky_global_selection",0.25,0.25,0.563888888888889
21,3,"leaky_global_selection",0.25,1,0.538055555555556
21,3,"leaky_global_selection",0.25,4,0.530555555555556
21,3,"guarded_within_partition",0.25,0.25,0.566324786324786
21,3,"guarded_within_partition",0.25,1,0.542713675213675
21,3,"guarded_within_partition",0.25,4,0.546602564102564
21,4,"leaky_global_selection",0.25,0.25,0.607307692307692
21,4,"leaky_global_selection",0.25,1,0.575149572649573
21,4,"leaky_global_selection",0.25,4,0.565491452991453
21,4,"guarded_within_partition",0.25,0.25,0.566260683760684
21,4,"guarded_within_partition",0.25,1,0.54042735042735
21,4,"guarded_within_partition",0.25,4,0.529316239316239
21,5,"leaky_global_selection",0.25,0.25,0.56482905982906
21,5,"leaky_global_selection",0.25,1,0.539188034188034
21,5,"leaky_global_selection",0.25,4,0.539059829059829
21,5,"guarded_within_partition",4,0.25,0.531217948717949
21,5,"guarded_within_partition",4,1,0.520235042735043
21,5,"guarded_within_partition",4,4,0.538782051282051
22,1,"leaky_global_selection",4,0.25,0.546602564102564
22,1,"leaky_global_selection",4,1,0.556666666666667
22,1,"leaky_global_selection",4,4,0.572777777777778
22,1,"guarded_within_partition",4,0.25,0.519380341880342
22,1,"guarded_within_partition",4,1,0.550149572649573
22,1,"guarded_within_partition",4,4,0.552649572649573
22,2,"leaky_global_selection",4,0.25,0.620769230769231
22,2,"leaky_global_selection",4,1,0.600982905982906
22,2,"leaky_global_selection",4,4,0.626816239316239
22,2,"guarded_within_partition",0.25,0.25,0.62542735042735
22,2,"guarded_within_partition",0.25,1,0.594594017094017
22,2,"guarded_within_partition",0.25,4,0.589594017094017
22,3,"leaky_global_selection",1,0.25,0.544038461538462
22,3,"leaky_global_selection",1,1,0.549038461538462
22,3,"leaky_global_selection",1,4,0.53792735042735
22,3,"guarded_within_partition",0.25,0.25,0.558824786324786
22,3,"guarded_within_partition",0.25,1,0.539102564102564
22,3,"guarded_within_partition",0.25,4,0.547777777777778
22,4,"leaky_global_selection",4,0.25,0.529444444444444
22,4,"leaky_global_selection",4,1,0.558055555555556
22,4,"leaky_global_selection",4,4,0.563055555555556
22,4,"guarded_within_partition",0.25,0.25,0.548974358974359
22,4,"guarded_within_partition",0.25,1,0.532799145299145
22,4,"guarded_within_partition",0.25,4,0.537799145299145
22,5,"leaky_global_selection",1,0.25,0.620833333333333
22,5,"leaky_global_selection",1,1,0.631944444444444
22,5,"leaky_global_selection",1,4,0.615833333333333
22,5,"guarded_within_partition",4,0.25,0.573055555555556
22,5,"guarded_within_partition",4,1,0.561666666666667
22,5,"guarded_within_partition",4,4,0.590277777777778
23,1,"leaky_global_selection",0.25,0.25,0.613269230769231
23,1,"leaky_global_selection",0.25,1,0.599722222222222
23,1,"leaky_global_selection",0.25,4,0.586111111111111
23,1,"guarded_within_partition",1,0.25,0.566388888888889
23,1,"guarded_within_partition",1,1,0.569871794871795
23,1,"guarded_within_partition",1,4,0.569871794871795
23,2,"leaky_global_selection",4,0.25,0.593611111111111
23,2,"leaky_global_selection",4,1,0.585
23,2,"leaky_global_selection",4,4,0.604722222222222
23,2,"guarded_within_partition",0.25,0.25,0.646666666666667
23,2,"guarded_within_partition",0.25,1,0.638055555555555
23,2,"guarded_within_partition",0.25,4,0.633055555555555
23,3,"leaky_global_selection",0.25,0.25,0.540555555555556
23,3,"leaky_global_selection",0.25,1,0.520833333333333
23,3,"leaky_global_selection",0.25,4,0.539252136752137
23,3,"guarded_within_partition",1,0.25,0.560277777777778
23,3,"guarded_within_partition",1,1,0.586388888888889
23,3,"guarded_within_partition",1,4,0.569166666666667
23,4,"leaky_global_selection",0.25,0.25,0.680149572649573
23,4,"leaky_global_selection",0.25,1,0.597307692307692
23,4,"leaky_global_selection",0.25,4,0.599807692307692
23,4,"guarded_within_partition",4,0.25,0.576324786324786
23,4,"guarded_within_partition",4,1,0.586324786324786
23,4,"guarded_within_partition",4,4,0.603547008547009
23,5,"leaky_global_selection",1,0.25,0.488226495726496
23,5,"leaky_global_selection",1,1,0.527735042735043
23,5,"leaky_global_selection",1,4,0.525235042735043
23,5,"guarded_within_partition",0.25,0.25,0.570213675213675
23,5,"guarded_within_partition",0.25,1,0.520641025641026
23,5,"guarded_within_partition",0.25,4,0.521752136752137
24,1,"leaky_global_selection",0.25,0.25,0.593482905982906
24,1,"leaky_global_selection",0.25,1,0.582371794871795
24,1,"leaky_global_selection",0.25,4,0.573760683760684
24,1,"guarded_within_partition",0.25,0.25,0.553696581196581
24,1,"guarded_within_partition",0.25,1,0.54008547008547
24,1,"guarded_within_partition",0.25,4,0.54008547008547
24,2,"leaky_global_selection",4,0.25,0.585491452991453
24,2,"leaky_global_selection",4,1,0.596538461538461
24,2,"leaky_global_selection",4,4,0.599166666666667
24,2,"guarded_within_partition",4,0.25,0.592371794871795
24,2,"guarded_within_partition",4,1,0.601111111111111
24,2,"guarded_within_partition",4,4,0.606111111111111
24,3,"leaky_global_selection",0.25,0.25,0.6175
24,3,"leaky_global_selection",0.25,1,0.519722222222222
24,3,"leaky_global_selection",0.25,4,0.514722222222222
24,3,"guarded_within_partition",0.25,0.25,0.613611111111111
24,3,"guarded_within_partition",0.25,1,0.590277777777778
24,3,"guarded_within_partition",0.25,4,0.61
24,4,"leaky_global_selection",1,0.25,0.521752136752137
24,4,"leaky_global_selection",1,1,0.54292735042735
24,4,"leaky_global_selection",1,4,0.54042735042735
24,4,"guarded_within_partition",1,0.25,0.526217948717949
24,4,"guarded_within_partition",1,1,0.550021367521368
24,4,"guarded_within_partition",1,4,0.541346153846154
24,5,"leaky_global_selection",4,0.25,0.576538461538462
24,5,"leaky_global_selection",4,1,0.604871794871795
24,5,"leaky_global_selection",4,4,0.625982905982906
24,5,"guarded_within_partition",1,0.25,0.592371794871795
24,5,"guarded_within_partition",1,1,0.616965811965812
24,5,"guarded_within_partition",1,4,0.592307692307692
25,1,"leaky_global_selection",0.25,0.25,0.637222222222222
25,1,"leaky_global_selection",0.25,1,0.585149572649573
25,1,"leaky_global_selection",0.25,4,0.590213675213675
25,1,"guarded_within_partition",0.25,0.25,0.60224358974359
25,1,"guarded_within_partition",0.25,1,0.600854700854701
25,1,"guarded_within_partition",0.25,4,0.588632478632479
25,2,"leaky_global_selection",0.25,0.25,0.553910256410256
25,2,"leaky_global_selection",0.25,1,0.535705128205128
25,2,"leaky_global_selection",0.25,4,0.545705128205128
25,2,"guarded_within_partition",4,0.25,0.576474358974359
25,2,"guarded_within_partition",4,1,0.57008547008547
25,2,"guarded_within_partition",4,4,0.601132478632479
25,3,"leaky_global_selection",1,0.25,0.599529914529915
25,3,"leaky_global_selection",1,1,0.602094017094017
25,3,"leaky_global_selection",1,4,0.590982905982906
25,3,"guarded_within_partition",0.25,0.25,0.580982905982906
25,3,"guarded_within_partition",0.25,1,0.578418803418803
25,3,"guarded_within_partition",0.25,4,0.564807692307692
25,4,"leaky_global_selection",0.25,0.25,0.557777777777778
25,4,"leaky_global_selection",0.25,1,0.555277777777778
25,4,"leaky_global_selection",0.25,4,0.557777777777778
25,4,"guarded_within_partition",0.25,0.25,0.57
25,4,"guarded_within_partition",0.25,1,0.555277777777778
25,4,"guarded_within_partition",0.25,4,0.550277777777778
25,5,"leaky_global_selection",0.25,0.25,0.554444444444444
25,5,"leaky_global_selection",0.25,1,0.545555555555556
25,5,"leaky_global_selection",0.25,4,0.534444444444444
25,5,"guarded_within_partition",1,0.25,0.550213675213675
25,5,"guarded_within_partition",1,1,0.560213675213675
25,5,"guarded_within_partition",1,4,0.560213675213675
26,1,"leaky_global_selection",1,0.25,0.532799145299145
26,1,"leaky_global_selection",1,1,0.572307692307692
26,1,"leaky_global_selection",1,4,0.551474358974359
26,1,"guarded_within_partition",0.25,0.25,0.531816239316239
26,1,"guarded_within_partition",0.25,1,0.526880341880342
26,1,"guarded_within_partition",0.25,4,0.526880341880342
26,2,"leaky_global_selection",0.25,0.25,0.656388888888889
26,2,"leaky_global_selection",0.25,1,0.595833333333333
26,2,"leaky_global_selection",0.25,4,0.603333333333333
26,2,"guarded_within_partition",1,0.25,0.594722222222222
26,2,"guarded_within_partition",1,1,0.597222222222222
26,2,"guarded_within_partition",1,4,0.586111111111111
26,3,"leaky_global_selection",0.25,0.25,0.685555555555555
26,3,"leaky_global_selection",0.25,1,0.64215811965812
26,3,"leaky_global_selection",0.25,4,0.631111111111111
26,3,"guarded_within_partition",0.25,0.25,0.628482905982906
26,3,"guarded_within_partition",0.25,1,0.578760683760684
26,3,"guarded_within_partition",0.25,4,0.609871794871795
26,4,"leaky_global_selection",0.25,0.25,0.572649572649573
26,4,"leaky_global_selection",0.25,1,0.572649572649573
26,4,"leaky_global_selection",0.25,4,0.550555555555556
26,4,"guarded_within_partition",1,0.25,0.547863247863248
26,4,"guarded_within_partition",1,1,0.553974358974359
26,4,"guarded_within_partition",1,4,0.546474358974359
26,5,"leaky_global_selection",4,0.25,0.498547008547009
26,5,"leaky_global_selection",4,1,0.493547008547009
26,5,"leaky_global_selection",4,4,0.515769230769231
26,5,"guarded_within_partition",1,0.25,0.53292735042735
26,5,"guarded_within_partition",1,1,0.557713675213675
26,5,"guarded_within_partition",1,4,0.557649572649573
27,1,"leaky_global_selection",0.25,0.25,0.616816239316239
27,1,"leaky_global_selection",0.25,1,0.614316239316239
27,1,"leaky_global_selection",0.25,4,0.610705128205128
27,1,"guarded_within_partition",4,0.25,0.570982905982906
27,1,"guarded_within_partition",4,1,0.551324786324786
27,1,"guarded_within_partition",4,4,0.573547008547009
27,2,"leaky_global_selection",0.25,0.25,0.549380341880342
27,2,"leaky_global_selection",0.25,1,0.54465811965812
27,2,"leaky_global_selection",0.25,4,0.533269230769231
27,2,"guarded_within_partition",4,0.25,0.565363247863248
27,2,"guarded_within_partition",4,1,0.564252136752137
27,2,"guarded_within_partition",4,4,0.572863247863248
27,3,"leaky_global_selection",1,0.25,0.527991452991453
27,3,"leaky_global_selection",1,1,0.535555555555556
27,3,"leaky_global_selection",1,4,0.535555555555556
27,3,"guarded_within_partition",1,0.25,0.538974358974359
27,3,"guarded_within_partition",1,1,0.546474358974359
27,3,"guarded_within_partition",1,4,0.543974358974359
27,4,"leaky_global_selection",1,0.25,0.546666666666667
27,4,"leaky_global_selection",1,1,0.581111111111111
27,4,"leaky_global_selection",1,4,0.5725
27,4,"guarded_within_partition",1,0.25,0.519444444444444
27,4,"guarded_within_partition",1,1,0.521944444444444
27,4,"guarded_within_partition",1,4,0.508333333333333
27,5,"leaky_global_selection",0.25,0.25,0.597371794871795
27,5,"leaky_global_selection",0.25,1,0.578888888888889
27,5,"leaky_global_selection",0.25,4,0.540555555555556
27,5,"guarded_within_partition",1,0.25,0.58465811965812
27,5,"guarded_within_partition",1,1,0.598269230769231
27,5,"guarded_within_partition",1,4,0.595769230769231
28,1,"leaky_global_selection",1,0.25,0.554038461538461
28,1,"leaky_global_selection",1,1,0.556474358974359
28,1,"leaky_global_selection",1,4,0.529316239316239
28,1,"guarded_within_partition",4,0.25,0.496965811965812
28,1,"guarded_within_partition",4,1,0.508995726495727
28,1,"guarded_within_partition",4,4,0.525363247863248
28,2,"leaky_global_selection",0.25,0.25,0.625705128205128
28,2,"leaky_global_selection",0.25,1,0.578760683760684
28,2,"leaky_global_selection",0.25,4,0.587307692307692
28,2,"guarded_within_partition",4,0.25,0.587435897435897
28,2,"guarded_within_partition",4,1,0.585277777777778
28,2,"guarded_within_partition",4,4,0.6
28,3,"leaky_global_selection",0.25,0.25,0.619444444444444
28,3,"leaky_global_selection",0.25,1,0.549166666666667
28,3,"leaky_global_selection",0.25,4,0.57
28,3,"guarded_within_partition",0.25,0.25,0.5775
28,3,"guarded_within_partition",0.25,1,0.557777777777778
28,3,"guarded_within_partition",0.25,4,0.568888888888889
28,4,"leaky_global_selection",4,0.25,0.591047008547009
28,4,"leaky_global_selection",4,1,0.593611111111111
28,4,"leaky_global_selection",4,4,0.602094017094017
28,4,"guarded_within_partition",0.25,0.25,0.625363247863248
28,4,"guarded_within_partition",0.25,1,0.610641025641026
28,4,"guarded_within_partition",0.25,4,0.620641025641026
28,5,"leaky_global_selection",4,0.25,0.573888888888889
28,5,"leaky_global_selection",4,1,0.534444444444444
28,5,"leaky_global_selection",4,4,0.576324786324786
28,5,"guarded_within_partition",0.25,0.25,0.643141025641026
28,5,"guarded_within_partition",0.25,1,0.617029914529915
28,5,"guarded_within_partition",0.25,4,0.622029914529915
29,1,"leaky_global_selection",0.25,0.25,0.568824786324786
29,1,"leaky_global_selection",0.25,1,0.555277777777778
29,1,"leaky_global_selection",0.25,4,0.558888888888889
29,1,"guarded_within_partition",0.25,0.25,0.59715811965812
29,1,"guarded_within_partition",0.25,1,0.566324786324786
29,1,"guarded_within_partition",0.25,4,0.550277777777778
29,2,"leaky_global_selection",0.25,0.25,0.605641025641026
29,2,"leaky_global_selection",0.25,1,0.542457264957265
29,2,"leaky_global_selection",0.25,4,0.539957264957265
29,2,"guarded_within_partition",0.25,0.25,0.587094017094017
29,2,"guarded_within_partition",0.25,1,0.570918803418803
29,2,"guarded_within_partition",0.25,4,0.568354700854701
29,3,"leaky_global_selection",0.25,0.25,0.624337606837607
29,3,"leaky_global_selection",0.25,1,0.603290598290598
29,3,"leaky_global_selection",0.25,4,0.611901709401709
29,3,"guarded_within_partition",0.25,0.25,0.62051282051282
29,3,"guarded_within_partition",0.25,1,0.595726495726496
29,3,"guarded_within_partition",0.25,4,0.577115384615385
29,4,"leaky_global_selection",0.25,0.25,0.531880341880342
29,4,"leaky_global_selection",0.25,1,0.501111111111111
29,4,"leaky_global_selection",0.25,4,0.526816239316239
29,4,"guarded_within_partition",4,0.25,0.526474358974359
29,4,"guarded_within_partition",4,1,0.520363247863248
29,4,"guarded_within_partition",4,4,0.528974358974359
29,5,"leaky_global_selection",0.25,0.25,0.558055555555556
29,5,"leaky_global_selection",0.25,1,0.519722222222222
29,5,"leaky_global_selection",0.25,4,0.521111111111111
29,5,"guarded_within_partition",1,0.25,0.542222222222222
29,5,"guarded_within_partition",1,1,0.559444444444444
29,5,"guarded_within_partition",1,4,0.534722222222222
30,1,"leaky_global_selection",0.25,0.25,0.609722222222222
30,1,"leaky_global_selection",0.25,1,0.593611111111111
30,1,"leaky_global_selection",0.25,4,0.593611111111111
30,1,"guarded_within_partition",1,0.25,0.566111111111111
30,1,"guarded_within_partition",1,1,0.584722222222222
30,1,"guarded_within_partition",1,4,0.579722222222222
30,2,"leaky_global_selection",0.25,0.25,0.532478632478632
30,2,"leaky_global_selection",0.25,1,0.522948717948718
30,2,"leaky_global_selection",0.25,4,0.520512820512821
30,2,"guarded_within_partition",1,0.25,0.542735042735043
30,2,"guarded_within_partition",1,1,0.555299145299145
30,2,"guarded_within_partition",1,4,0.549252136752137
30,3,"leaky_global_selection",0.25,0.25,0.599166666666667
30,3,"leaky_global_selection",0.25,1,0.554444444444444
30,3,"leaky_global_selection",0.25,4,0.569444444444444
30,3,"guarded_within_partition",1,0.25,0.558269230769231
30,3,"guarded_within_partition",1,1,0.559380341880342
30,3,"guarded_within_partition",1,4,0.556880341880342
30,4,"leaky_global_selection",0.25,0.25,0.600705128205128
30,4,"leaky_global_selection",0.25,1,0.542649572649573
30,4,"leaky_global_selection",0.25,4,0.540149572649573
30,4,"guarded_within_partition",0.25,0.25,0.586047008547009
30,4,"guarded_within_partition",0.25,1,0.572435897435897
30,4,"guarded_within_partition",0.25,4,0.57224358974359
30,5,"leaky_global_selection",0.25,0.25,0.589935897435897
30,5,"leaky_global_selection",0.25,1,0.560555555555556
30,5,"leaky_global_selection",0.25,4,0.549444444444444
30,5,"guarded_within_partition",1,0.25,0.565213675213675
30,5,"guarded_within_partition",1,1,0.604594017094017
30,5,"guarded_within_partition",1,4,0.59465811965812
