"pipeline","auroc","pr_auc","balanced_accuracy","mcc","sensitivity","specificity"
"A_leaky_baseline",0.783047981399282,0.42569750647668,0.552462481504967,0.194463931371644,0.129824561403509,0.975100401606426
"B_guarded_nested",0.703163531318256,0.3476121961286,0.572394842528007,0.213804867936281,0.192982456140351,0.951807228915663
